array,code,name,latitude,longitude,cgm_latitude,cgm_longitude,declination,lshell,mlt_midnight,mlt_ut
IMAGE,AND,Andenes,69.30,16.03,66.59,99.86,4.10,6.33,22.52,1.48
IMAGE,KIL,Kilpisjärvi,69.06,20.77,66.09,103.41,6.75,6.09,22.29,1.71
IMAGE,KAU,Kautokeino,69.02,23.05,65.94,105.20,8.00,6.02,22.17,1.83
IMAGE,IVA,Ivalo,68.56,27.29,65.29,108.29,10.13,5.72,21.96,2.04
IMAGE,ABK,Abisko,68.35,18.82,65.46,101.35,5.56,5.80,22.42,1.58
IMAGE,LEK,Leknes,68.13,13.54,65.54,97.02,2.60,5.83,22.71,1.29
IMAGE,MUO,Muonio,68.02,23.53,64.90,104.89,8.03,5.56,22.19,1.81
IMAGE,LOZ,Lovozero,67.97,35.08,64.44,114.33,13.72,5.37,21.56,2.44
IMAGE,KIR,Kiruna,67.84,20.42,64.86,102.27,6.35,5.54,22.36,1.64
IMAGE,RST,Rost,67.52,12.09,64.99,95.43,1.77,5.60,22.82,1.18
IMAGE,SOD,Sodankylä,67.37,26.63,64.12,107.00,9.44,5.25,22.05,1.95
IMAGE,PEL,Pello,66.90,24.08,63.74,104.63,8.05,5.11,22.21,1.79
IMAGE,JCK,Jackvik,66.40,16.98,63.55,98.58,4.34,5.04,22.61,1.39
IMAGE,DON,Donna,66.11,12.50,63.50,94.81,1.97,5.02,22.86,1.14
IMAGE,RAN,Ranua,65.90,26.41,62.63,105.97,8.91,4.73,22.12,1.88
IMAGE,RVK,Rorvik,64.94,10.98,62.36,92.88,1.17,4.65,22.99,1.01
IMAGE,LYC,Lycksele,64.61,18.75,61.61,98.97,5.01,4.42,22.58,1.42
IMAGE,OUJ,Oulujärvi,64.52,27.23,61.19,105.94,8.88,4.31,22.12,1.88
IMAGE,MEK,Mekrijärvi,62.77,30.97,59.30,108.34,9.86,3.84,21.96,2.04
IMAGE,HAN,Hankasalmi,62.25,26.60,58.87,104.38,7.97,3.74,22.22,1.78
IMAGE,DOB,Dombas,62.07,9.11,59.41,89.80,0.33,3.86,23.19,0.81
IMAGE,SOL,Solund,61.08,4.84,58.60,85.87,-1.59,3.68,23.46,0.54
IMAGE,NUR,Nurmijärvi,60.50,24.65,57.10,102.01,6.77,3.39,22.38,1.62
IMAGE,HAR,Harestua,60.21,10.71,57.30,90.23,1.11,3.43,23.17,0.83
IMAGE,UPS,Uppsala,59.90,17.35,56.68,95.60,3.85,3.31,22.81,1.19
IMAGE,KAR,Karmoy,59.21,5.24,56.51,85.33,-1.19,3.28,23.49,0.51
IMAGE,TAR,Tartu,58.26,26.46,54.71,102.77,6.87,3.00,22.33,1.67
IMAGE,BRZ,Birzai,56.17,24.86,52.51,100.72,5.90,2.70,22.47,1.53
IMAGE,HLP,Hel,54.61,18.82,50.89,94.99,3.83,2.51,22.85,1.15
IMAGE,SUW,Suwałki,54.01,23.18,50.20,98.63,5.01,2.44,22.61,1.39
IMAGE,WNG,Wingst,53.74,9.07,50.14,86.44,0.69,2.43,23.42,0.58
IMAGE,NGK,Niemegk,52.07,12.68,48.14,88.98,1.86,2.25,23.25,0.75
IMAGE,PPN,Polesie,51.45,23.13,47.39,97.94,4.61,2.18,22.65,1.35
GIMA,ARCT,Arctic Village,68.13,214.43,68.83,264.83,23.83,7.67,11.53,12.47
GIMA,BETT,Bettles,66.90,208.45,66.55,260.81,20.81,6.32,11.79,12.21
GIMA,CIGO,College Int'l Geophysical Observatory,64.87,212.14,65.14,265.38,21.63,5.66,11.49,12.51
GIMA,EAGL,Eagle,64.78,218.84,66.30,271.40,23.83,6.19,11.09,12.91
GIMA,FYKN,Fort Yukon,66.56,214.79,67.32,266.45,23.29,6.73,11.42,12.58
GIMA,GAKO,Gakona,62.39,214.87,63.14,269.33,21.66,4.90,11.23,12.77
GIMA,HLMS,High Latitude Monitoring Station,61.23,210.13,61.07,265.82,19.64,4.27,11.46,12.54
GIMA,HOMR,Homer,59.66,208.35,59.13,265.08,18.51,3.80,11.51,12.49
GIMA,KAKO,Kaktovik,70.14,216.35,71.15,264.51,25.51,9.58,11.55,12.45
GIMA,KENA,Kenai College,60.55,208.74,60.12,264.98,18.91,4.03,11.52,12.48
GIMA,POKR,Poker Flat,65.12,212.57,65.46,265.58,21.88,5.80,11.48,12.52
GIMA,TRAP,Trapper Creek,62.24,209.58,61.99,264.80,19.74,4.53,11.53,12.47
MACCS,NAN,Nain,56.40,298.30,64.07,22.11,-24.84,5.23,3.71,20.29
MACCS,PGG,Pangnirtung,66.10,294.20,74.06,19.74,-34.28,13.25,3.87,20.13
MACCS,CRV,Clyde River,70.50,291.40,78.47,18.12,-40.84,25.04,3.97,20.03
MACCS,CDR,Cape Dorset,64.20,283.40,73.43,2.06,-27.55,12.29,5.04,18.96
MACCS,IGL,Igloolik,69.30,278.20,78.37,353.62,-32.25,24.63,5.61,18.39
MACCS,CHB,Coral Harbour,64.19,276.65,73.74,350.64,-21.10,12.76,5.81,18.19
MACCS,RBY,Repulse Bay,66.52,273.77,75.91,345.45,-21.03,16.88,6.15,17.85
MACCS,PEB,Pelly Bay,68.54,270.21,77.68,338.48,-19.06,21.97,6.62,17.38
MACCS,GJO,Gjoa Haven,68.63,264.15,77.44,327.23,-6.95,21.14,7.37,16.63
McMAC,AMER,Americus,38.50,263.70,48.71,332.21,4.00,2.30,7.03,16.97
McMAC,BENN,Bennington,41.36,262.84,51.42,330.86,4.51,2.57,7.12,16.88
McMAC,GLYN,Glyndon,46.87,263.55,56.87,331.37,3.67,3.35,7.09,16.91
McMAC,LRES,Linares,24.80,260.40,34.67,329.03,5.90,1.48,7.25,16.75
McMAC,LYFD,Lyford,26.40,262.20,36.55,331.04,5.06,1.55,7.11,16.89
McMAC,PCEL,Purcell,35.00,262.60,45.13,330.99,4.78,2.01,7.11,16.89
McMAC,RICH,Richardson,32.98,262.25,43.09,330.68,4.99,1.88,7.14,16.86
McMAC,SATX,San Antonio,29.44,261.39,39.45,329.86,5.45,1.68,7.19,16.81
McMAC,WRTH,Worthington,43.60,264.40,53.78,332.82,3.22,2.86,6.99,17.01
THEMIS,BMLS,Bay Mills,46.48,275.31,57.06,348.41,-6.83,3.38,5.95,18.05
THEMIS,CCNV,Carson City,39.19,240.22,45.32,303.74,14.32,2.02,8.93,15.07
THEMIS,CHBG,Chibougamau,49.81,285.58,59.60,3.63,-16.23,3.91,4.94,19.06
THEMIS,DRBY,Derby,44.95,287.87,54.63,6.39,-15.36,2.98,4.76,19.24
THEMIS,GBAY,Goose Bay,53.32,299.54,60.76,23.03,-22.88,4.19,3.65,20.35
THEMIS,HOTS,Hot Springs,47.59,245.34,54.71,307.46,15.01,3.00,8.68,15.32
THEMIS,KAPU,Kapuskasing,49.39,277.68,59.79,351.99,-10.03,3.95,5.72,18.28
THEMIS,KIAN,Kiana,66.97,199.56,65.21,253.69,16.43,5.69,12.27,11.73
THEMIS,KUUJ,Kuujjuaq,58.10,291.60,66.80,13.39,-24.85,6.44,4.29,19.71
THEMIS,LOYS,Loysburg,40.18,281.62,50.77,357.19,-9.91,2.50,5.37,18.63
THEMIS,MCGR,Mcgrath,62.95,204.40,61.82,260.08,17.77,4.48,11.84,12.16
THEMIS,PGEO,Prince George,53.81,237.17,59.20,295.97,19.52,3.81,9.45,14.55
THEMIS,PINE,Pine Ridge,43.08,257.41,52.38,323.47,8.21,2.68,7.62,16.38
THEMIS,PTRS,Petersburg,56.81,227.05,60.02,283.85,21.64,4.01,10.26,13.74
THEMIS,RMUS,Remus,43.66,274.86,54.37,347.69,-5.62,2.95,6.00,18.00
THEMIS,SNAP,Snap Lake,63.58,249.13,70.94,306.45,17.92,9.38,8.75,15.25
THEMIS,SWNO,Shawano,44.78,271.40,55.39,342.70,-2.89,3.10,6.33,17.67
THEMIS,TPAS,The Pas,53.99,259.06,63.25,323.99,7.28,4.94,7.58,16.42
THEMIS,UKIA,Ukiah,45.14,241.07,51.41,303.14,15.68,2.57,8.97,15.03
THEMIS,WHIT,Whitehorse,61.01,224.78,63.73,279.45,23.31,5.10,10.55,13.45
USGS,BOU,Boulder,40.14,254.76,49.05,320.51,9.46,2.33,7.81,16.19
USGS,BRW,Point Barrow,71.32,203.38,70.25,252.79,19.83,8.76,12.33,11.67
USGS,BSL,NASA Stennis Space Center,30.35,270.36,41.39,341.22,0.05,1.78,6.43,17.57
USGS,CMO,Fairbanks,64.87,212.14,65.13,265.38,21.63,5.66,11.49,12.51
USGS,DED,Dead Horse,70.36,211.21,70.50,259.96,23.42,8.98,11.85,12.15
USGS,FRD,Corbin,38.20,282.63,48.79,358.45,-10.06,2.30,5.28,18.72
USGS,FRN,Fresno,37.09,240.29,43.25,304.34,13.80,1.88,8.89,15.11
USGS,GUA,Dededo,13.59,144.87,9.51,216.22,1.42,1.03,14.77,9.23
USGS,HON,Honolulu,21.32,202.00,22.25,270.27,9.93,1.17,11.16,12.84
USGS,NEW,Colville National Forest,48.27,242.88,54.89,304.35,16.06,3.02,8.89,15.11
USGS,SHU,Sand Point,55.38,199.54,53.25,259.44,14.06,2.79,11.88,12.12
USGS,SIT,Sitka,57.06,224.67,59.77,281.34,21.59,3.94,10.43,13.57
USGS,SJG,Cayey,18.11,293.85,28.15,10.89,-12.38,1.29,4.45,19.55
USGS,TUC,Tucson,32.17,249.27,40.09,315.30,10.63,1.71,8.16,15.84
PENGUIN,PG0,Antarctica,-83.67,88.68,-78.50,37.81,-108.79,25.15,2.66,21.34
PENGUIN,PG1,Antarctica,-85.50,77.20,-76.72,33.05,-99.39,18.95,2.98,21.02
PENGUIN,PG2,Antarctica,-84.42,57.96,-75.41,38.59,-78.27,15.76,2.61,21.39
PENGUIN,PG3,Antarctica,-84.81,37.62,-73.68,36.19,-59.20,12.67,2.77,21.23
PENGUIN,PG4,Antarctica,-83.34,12.25,-70.95,35.83,-34.58,9.39,2.79,21.21
PENGUIN,PG5,Antarctica,-81.96,5.71,-69.55,36.65,-27.99,8.20,2.74,21.26
