array,code,name,latitude,longitude,cgm_latitude,cgm_longitude,declination,lshell,mlt_midnight,mlt_ut
MACCS,RBY,Repulse Bay,66.52,273.77,75.05,347.64,-17.51,15.02,6.07,17.93
MACCS,PEB,Pelly Bay,68.54,270.21,76.87,341.23,-15.75,19.37,6.50,17.50
MACCS,GJO,Gjoa Haven,68.63,264.15,76.73,330.58,-6.88,18.97,7.21,16.79
McMAC,AMER,Americus,38.50,263.70,48.24,334.07,2.78,2.25,6.98,17.02
McMAC,BENN,Bennington,41.36,262.84,50.93,332.77,3.31,2.52,7.06,16.94
McMAC,GLYN,Glyndon,46.87,263.55,56.30,333.39,2.54,3.25,7.02,16.98
McMAC,LRES,Linares,24.80,260.40,34.47,330.62,4.67,1.47,7.21,16.79
McMAC,LYFD,Lyford,26.40,262.20,36.29,332.69,3.79,1.54,7.07,16.93
McMAC,PCEL,Purcell,35.00,262.60,44.74,332.79,3.52,1.98,7.06,16.94
McMAC,RICH,Richardson,32.98,262.25,42.73,332.44,3.73,1.85,7.08,16.92
McMAC,SATX,San Antonio,29.44,261.39,39.17,331.55,4.19,1.66,7.14,16.86
McMAC,WRTH,Worthington,43.60,264.40,53.23,334.77,2.10,2.79,6.93,17.07
THEMIS,BMLS,Bay Mills,46.48,275.31,56.23,350.19,-7.07,3.24,5.90,18.10
THEMIS,CCNV,Carson City,39.19,240.22,45.25,305.41,13.12,2.02,8.89,15.11
THEMIS,CHBG,Chibougamau,49.81,285.58,58.58,4.97,-15.12,3.68,4.92,19.08
THEMIS,DRBY,Derby,44.95,287.87,53.53,7.72,-14.58,2.83,4.73,19.27
THEMIS,GBAY,Goose Bay,53.32,299.54,59.67,23.60,-20.44,3.92,3.67,20.33
THEMIS,HOTS,Hot Springs,47.59,245.34,54.47,309.48,13.32,2.96,8.62,15.38
THEMIS,KAPU,Kapuskasing,49.39,277.68,58.90,353.68,-9.76,3.75,5.67,18.33
THEMIS,KIAN,Kiana,66.97,199.56,65.51,256.25,12.48,5.82,12.16,11.84
THEMIS,KUUJ,Kuujjuaq,58.10,291.60,65.78,14.19,-21.91,5.94,4.30,19.70
THEMIS,LOYS,Loysburg,40.18,281.62,49.80,358.81,-10.07,2.40,5.33,18.67
THEMIS,MCGR,Mcgrath,62.95,204.40,62.04,262.47,14.16,4.55,11.75,12.25
THEMIS,PGEO,Prince George,53.81,237.17,59.03,298.24,16.97,3.78,9.36,14.64
THEMIS,PINE,Pine Ridge,43.08,257.41,51.99,325.41,6.88,2.64,7.55,16.45
THEMIS,PTRS,Petersburg,56.81,227.05,59.97,286.20,18.48,3.99,10.17,13.83
THEMIS,RMUS,Remus,43.66,274.86,53.56,349.48,-6.09,2.83,5.95,18.05
THEMIS,SNAP,Snap Lake,63.58,249.13,70.52,309.60,13.70,8.99,8.61,15.39
THEMIS,SWNO,Shawano,44.78,271.40,54.66,344.57,-3.57,2.99,6.28,17.72
THEMIS,TPAS,The Pas,53.99,259.06,62.70,326.28,5.75,4.75,7.50,16.50
THEMIS,UKIA,Ukiah,45.14,241.07,51.26,305.02,14.13,2.55,8.91,15.09
THEMIS,WHIT,Whitehorse,61.01,224.78,63.71,282.09,19.32,5.10,10.44,13.56
USGS,BOU,Boulder,40.14,254.76,48.75,322.36,8.17,2.30,7.76,16.24
USGS,BRW,Point Barrow,71.32,203.38,70.56,255.85,14.54,9.03,12.19,11.81
USGS,BSL,NASA Stennis Space Center,30.35,270.36,40.83,342.98,-1.17,1.75,6.38,17.62
USGS,CMO,Fairbanks,64.87,212.14,65.29,268.09,17.24,5.72,11.37,12.63
USGS,DED,Dead Horse,70.36,211.21,70.72,263.19,17.66,9.18,11.70,12.30
USGS,FRD,Corbin,38.20,282.63,47.80,0.06,-10.27,2.22,5.24,18.76
USGS,FRN,Fresno,37.09,240.29,43.20,305.94,12.69,1.88,8.85,15.15
USGS,GUA,Dededo,13.59,144.87,9.55,217.28,0.81,1.03,14.76,9.24
USGS,HON,Honolulu,21.32,202.00,22.35,271.31,9.51,1.17,11.16,12.84
USGS,NEW,Colville National Forest,48.27,242.88,54.68,306.38,14.27,2.99,8.82,15.18
USGS,SHU,Sand Point,55.38,199.54,53.45,261.34,11.55,2.82,11.82,12.18
USGS,SIT,Sitka,57.06,224.67,59.75,283.68,18.39,3.94,10.34,13.66
USGS,SJG,Cayey,18.11,293.85,26.64,12.32,-12.94,1.25,4.43,19.57
USGS,TUC,Tucson,32.17,249.27,40.00,316.89,9.53,1.70,8.12,15.88
PENGUIN,PG0,Antarctica,-83.67,88.68,-78.78,38.24,-110.87,26.42,2.70,21.30
PENGUIN,PG1,Antarctica,-85.50,77.20,-77.00,33.46,-101.30,19.77,3.02,20.98
PENGUIN,PG2,Antarctica,-84.42,57.96,-75.71,39.17,-80.10,16.41,2.64,21.36
PENGUIN,PG3,Antarctica,-84.81,37.62,-73.99,36.78,-60.88,13.15,2.80,21.20
PENGUIN,PG4,Antarctica,-83.34,12.25,-71.28,36.48,-36.05,9.71,2.82,21.18
PENGUIN,PG5,Antarctica,-81.96,5.71,-69.90,37.35,-29.36,8.47,2.76,21.24
