array,code,name,latitude,longitude,cgm_latitude,cgm_longitude,declination,lshell,mlt_midnight,mlt_ut
GIMA,KENA,Kenai College,60.55,208.74,60.26,267.07,15.77,4.06,11.44,12.56
GIMA,POKR,Poker Flat,65.12,212.57,65.60,268.05,17.82,5.86,11.37,12.63
GIMA,TRAP,Trapper Creek,62.24,209.58,62.14,267.01,16.33,4.58,11.44,12.56
MACCS,NAN,Nain,56.40,298.30,63.11,22.54,-22.23,4.89,3.74,20.26
MACCS,PGG,Pangnirtung,66.10,294.20,73.20,19.85,-29.60,11.97,3.92,20.08
MACCS,CRV,Clyde River,70.50,291.40,77.65,18.01,-34.52,21.85,4.04,19.96
MACCS,CDR,Cape Dorset,64.20,283.40,72.56,3.13,-23.73,11.14,5.03,18.97
MACCS,IGL,Igloolik,69.30,278.20,77.55,355.21,-26.58,21.52,5.56,18.44
MACCS,CHB,Coral Harbour,64.19,276.65,72.92,352.28,-18.18,11.60,5.76,18.24
MACCS,RBY,Repulse Bay,66.52,273.77,75.12,347.43,-17.81,15.17,6.08,17.92
MACCS,PEB,Pelly Bay,68.54,270.21,76.94,340.97,-16.04,19.58,6.51,17.49
MACCS,GJO,Gjoa Haven,68.63,264.15,76.79,330.26,-6.92,19.14,7.22,16.78
McMAC,AMER,Americus,38.50,263.70,48.28,333.88,2.89,2.26,6.98,17.02
McMAC,BENN,Bennington,41.36,262.84,50.97,332.57,3.41,2.52,7.07,16.93
McMAC,GLYN,Glyndon,46.87,263.55,56.35,333.18,2.63,3.26,7.03,16.97
McMAC,LRES,Linares,24.80,260.40,34.49,330.45,4.78,1.47,7.21,16.79
McMAC,LYFD,Lyford,26.40,262.20,36.31,332.52,3.91,1.54,7.07,16.93
McMAC,PCEL,Purcell,35.00,262.60,44.77,332.60,3.64,1.98,7.07,16.93
McMAC,RICH,Richardson,32.98,262.25,42.76,332.26,3.85,1.86,7.09,16.91
McMAC,SATX,San Antonio,29.44,261.39,39.19,331.37,4.31,1.66,7.15,16.85
McMAC,WRTH,Worthington,43.60,264.40,53.27,334.57,2.19,2.80,6.94,17.06
THEMIS,BMLS,Bay Mills,46.48,275.31,56.30,350.00,-7.05,3.25,5.91,18.09
THEMIS,CCNV,Carson City,39.19,240.22,45.25,305.24,13.21,2.02,8.89,15.11
THEMIS,CHBG,Chibougamau,49.81,285.58,58.67,4.82,-15.22,3.70,4.92,19.08
THEMIS,DRBY,Derby,44.95,287.87,53.63,7.57,-14.65,2.84,4.74,19.26
THEMIS,GBAY,Goose Bay,53.32,299.54,59.77,23.52,-20.65,3.94,3.67,20.33
THEMIS,HOTS,Hot Springs,47.59,245.34,54.49,309.27,13.45,2.96,8.62,15.38
THEMIS,KAPU,Kapuskasing,49.39,277.68,58.98,353.51,-9.79,3.76,5.67,18.33
THEMIS,KIAN,Kiana,66.97,199.56,65.48,256.00,12.86,5.81,12.17,11.83
THEMIS,KUUJ,Kuujjuaq,58.10,291.60,65.87,14.09,-22.16,5.98,4.30,19.70
THEMIS,LOYS,Loysburg,40.18,281.62,49.89,358.64,-10.06,2.41,5.33,18.67
THEMIS,MCGR,Mcgrath,62.95,204.40,62.02,262.23,14.49,4.54,11.76,12.24
THEMIS,PGEO,Prince George,53.81,237.17,59.04,298.02,17.18,3.78,9.37,14.63
THEMIS,PINE,Pine Ridge,43.08,257.41,52.02,325.21,6.99,2.64,7.56,16.44
THEMIS,PTRS,Petersburg,56.81,227.05,59.97,285.97,18.75,3.99,10.18,13.82
THEMIS,RMUS,Remus,43.66,274.86,53.63,349.29,-6.05,2.84,5.96,18.04
THEMIS,SNAP,Snap Lake,63.58,249.13,70.56,309.30,14.02,9.02,8.62,15.38
